,name,id,artist,genre,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1621,a p p l y i n g . p r e s s u r e,1d7q712nXjG98HiwHk7HFS,J. Cole,conscious hip hop,0.0814,0.699,0.759,0.0,0.312,-5.302,0.311,83.092,0.404
1622,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,girl in red,bedroom pop,0.0217,0.54,0.381,0.000687,0.305,-14.323,0.0347,155.882,0.343
1623,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,Hot Chelle Rae,dance pop,0.0764,0.686,0.783,0.0,0.163,-4.977,0.119,99.978,0.814
1624,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,Lunay,latin,0.361,0.795,0.783,0.0,0.437,-4.271,0.0432,92.01,0.799
1625,Smooth Criminal - 2012 Remaster,2bCQHF9gdG5BNDVuEIEnNk,Michael Jackson,pop,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,0.595
1626,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,The Notorious B.I.G.,east coast hip hop,0.0128,0.845,0.884,2.1e-06,0.203,-4.506,0.0759,104.536,0.904
1627,Ahora Me Llama - Remix,0a17x3Je0M89aMTfKVLQuE,KAROL G,latin,0.0433,0.668,0.613,4.42e-05,0.139,-7.05,0.0421,135.036,0.219
1628,Falling,1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,pop,0.839,0.567,0.267,1.46e-06,0.089,-6.502,0.0299,110.011,0.0592
1629,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,canadian pop,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,0.464
1630,Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,Dua Lipa,dance pop,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,0.915
1631,Rumors (feat. Cardi B),6KgtcmCF9Ky68XC7ezxl3s,Lizzo,dance pop,0.13,0.827,0.731,0.0,0.418,-5.524,0.088,118.992,0.607
1632,N 2 Deep,34D6FJysnQioVingDKufuf,Drake,canadian hip hop,0.0518,0.507,0.429,0.0,0.109,-7.726,0.326,91.0,0.0744
1633,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,Machine Gun Kelly,ohio hip hop,0.000417,0.654,0.875,0.0086,0.194,-4.845,0.0744,99.975,0.522
1634,Fucking Fans,11iF95qtQrumQcy4npe4QP,Drake,canadian hip hop,0.215,0.774,0.411,0.0,0.103,-9.841,0.135,87.003,0.173
1635,Pepas,5fwSHlTEWpluwOM0Sxnh5k,Farruko,latin,0.00776,0.762,0.766,6.98e-05,0.128,-3.955,0.0343,130.001,0.442
1636,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,24kGoldn,cali rap,0.174,0.701,0.716,0.0,0.324,-3.671,0.0361,91.007,0.732
1637,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,Polo G,chicago rap,0.0538,0.752,0.673,0.0,0.133,-5.792,0.153,164.009,0.35
1638,Over The Top (feat. Drake),3yaYgjEFkRw3PVjW9mV1TO,Smiley,canadian hip hop,0.0493,0.833,0.498,0.0,0.119,-5.196,0.117,139.928,0.259
1639,Fountains (with Tems),0TUl56yF7lX7jQb4nJoas8,Drake,canadian hip hop,0.181,0.841,0.485,0.0675,0.107,-8.735,0.196,100.043,0.69
1640,Free Fallin',5tVA6TkbaAH9QMITTQRrNv,Tom Petty,album rock,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,84.383,0.572
1641,Fell In Luv (feat. Bryson Tiller),1s9DTymg5UQrdorZf43JQm,Playboi Carti,atl hip hop,0.0273,0.657,0.668,0.0,0.32,-6.208,0.136,162.997,0.227
1642,Formula,6EtKlIQmGPB9SX8UjDJG5s,Labrinth,indie poptimism,0.0448,0.574,0.664,0.0553,0.146,-6.068,0.0409,144.654,0.226
1643,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,Trippie Redd,melodic rap,0.0144,0.584,0.859,0.0,0.847,-5.616,0.121,77.005,0.369
1644,Fair Trade (with Travis Scott),5uA5D9o5jGFuITTw3aXQgB,Drake,canadian hip hop,0.0591,0.659,0.465,0.0,0.235,-8.527,0.252,167.959,0.275
1645,No Friends In The Industry,4Y8qNrph2WupGXYt1XyKN3,Drake,canadian hip hop,0.0192,0.84,0.743,0.0,0.63,-4.799,0.217,83.72,0.155
1646,Fireflies,3DamFFqW32WihKkTVlwTYQ,Owl City,indietronica,0.0275,0.512,0.662,0.0,0.118,-6.797,0.0439,180.114,0.472
1647,FMRN,08hB2ERJV6A1Ntu3OHgzjh,Lilyisthatyou,,0.382,0.735,0.586,0.0,0.101,-7.777,0.13,89.951,0.83
1648,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,emo rap,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0.242,134.021,0.437
1649,Just for me,6OTKVgVpVaVjhRLYizPJKA,PinkPantheress,,0.705,0.778,0.628,0.00193,0.299,-7.844,0.0618,133.048,0.698
1650,Hats Off (feat. Travis Scott),4lUmnwRybYH7mMzf16xB0y,Lil Baby,atl hip hop,0.138,0.596,0.65,0.0,0.14,-5.167,0.337,133.997,0.188
1651,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,Drake,canadian hip hop,0.244,0.761,0.518,3.47e-05,0.107,-8.871,0.134,133.976,0.522
1652,you broke me first,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,alt z,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,0.0823
1653,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,Blxst,,0.336,0.571,0.767,0.0,0.0809,-5.16,0.287,93.421,0.605
1654,Ugliest,2Q9nA56DKKJhj4cHMbHlAS,$uicideboy$,dark trap,0.172,0.752,0.55,0.0148,0.14,-7.166,0.362,174.073,0.405
1655,Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,Queen,classic rock,0.422,0.671,0.711,0.0,0.104,-7.813,0.0478,113.809,0.466
1656,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,classic rock,0.0755,0.701,0.944,0.0,0.601,-2.986,0.0455,128.993,0.792
1657,hope ur ok,1zejeOnykpCoyVSit6Bwp3,Olivia Rodrigo,pop,0.388,0.443,0.298,1e-05,0.103,-12.181,0.0644,77.253,0.172
1658,Unsteady,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,indie poptimism,0.178,0.389,0.665,0.000732,0.116,-6.169,0.0644,117.055,0.199
1659,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,Playboi Carti,atl hip hop,0.188,0.673,0.649,0.0,0.122,-8.433,0.196,153.075,0.47
1660,Used To,0WZFN4E8HrmGUU0EMyKQ8c,Juice WRLD,chicago rap,0.0963,0.631,0.709,0.0,0.376,-4.666,0.0505,84.504,0.2
1661,Run It Up (feat. Offset & Moneybagg Yo),1dg3qy5DjoJodawfOCgrTP,Lil Tjay,brooklyn drill,0.415,0.88,0.575,0.0,0.109,-6.091,0.163,120.031,0.671
1662,Unbothered,5hwUsRKvnO5yThjVrxHQVt,Ski Mask The Slump God,miami hip hop,0.222,0.884,0.445,0.0,0.112,-10.58,0.418,125.008,0.851
1663,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,Juice WRLD,chicago rap,0.538,0.661,0.665,0.0,0.0981,-6.356,0.053,75.059,0.486
1664,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,Morgan Wallen,contemporary country,0.232,0.549,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,0.214
1665,Umbrella,49FYlytm3dAAraYgpoJZux,Rihanna,barbadian pop,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,0.575
1666,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,Thomas Rhett,contemporary country,0.0303,0.661,0.75,0.000132,0.0849,-5.497,0.0314,130.077,0.828
1667,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,Gotye,australian pop,0.591,0.864,0.495,0.000133,0.0992,-7.036,0.037,129.062,0.72
1668,Uproar,3wScL5W8H40zzCKN0atfBk,Lil Wayne,hip hop,0.0595,0.743,0.87,0.0,0.299,-2.188,0.212,99.079,0.884
1669,Dreams Unfold,5ChX0Yt1wPpRJFPPecJZPh,Joyner Lucas,boston hip hop,0.36,0.869,0.62,0.0,0.103,-5.308,0.191,148.041,0.961
1670,Una Respuesta,3mBee0iWJxZXIJsumFTphe,Daddy Yankee,latin,0.334,0.757,0.84,0.0,0.224,-5.363,0.0651,91.976,0.824
1671,Una Respuesta,621p2GQLpYMgdwNC34pbhi,Daddy Yankee,latin,0.334,0.757,0.84,0.0,0.224,-5.363,0.0651,91.976,0.824
1672,UN DIA (ONE DAY),66x45Yh9x397PWpxMX0ZDT,J Balvin,latin,0.00638,0.58,0.695,0.0,0.174,-8.244,0.0671,168.124,0.402
1673,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,melodic rap,0.00264,0.732,0.75,0.0,0.109,-6.366,0.231,155.096,0.401
1674,Una Locura,5y7DaS3jAc9eZzcSOoUIwU,Ozuna,latin,0.139,0.714,0.761,0.00035,0.241,-4.596,0.0427,168.022,0.906
1675,Upside Down,6shRGWCtBUOPFLFTTqXZIC,Jack Johnson,neo mellow,0.238,0.787,0.655,0.000171,0.138,-8.339,0.0431,102.485,0.65
1676,Up Down (Do This All Day) (feat. B.o.B),6lbhWl34Il0WXm5pX1fM9E,T-Pain,dance pop,0.256,0.777,0.497,0.0,0.295,-6.846,0.056,96.994,0.465
1677,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),1tkMs9wDPknQ3ZHcKDw1ES,T-Pain,dance pop,0.0109,0.693,0.549,0.0,0.0677,-8.141,0.119,80.028,0.605
1678,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,Usher,atl hip hop,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,105.018,0.583
1679,Boot Scootin' Boogie,7Fq9RwQxSn3kW85PrDUf0M,Brooks & Dunn,contemporary country,0.22,0.656,0.817,0.0,0.304,-4.296,0.0435,130.448,0.862
1680,Selfish,2xbI8Vmyv3TkpTdywpPyNw,PnB Rock,melodic rap,0.114,0.638,0.6,0.0,0.187,-5.84,0.0438,101.981,0.0399
1681,Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,Hozier,irish singer-songwriter,0.0215,0.523,0.687,2.86e-06,0.203,-5.601,0.105,90.036,0.711
1682,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,Soulja Boy,atl hip hop,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,0.803
1683,Better,6zeeWid2sgw4lap2jV61PZ,Khalid,pop,0.0765,0.596,0.552,0.334,0.104,-10.278,0.097,97.949,0.112
1684,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,Foster The People,indietronica,0.117,0.638,0.738,0.000384,0.689,-4.976,0.0292,97.021,0.657
1685,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,Mac Miller,hip hop,0.814,0.516,0.546,4.5e-06,0.0995,-9.105,0.249,78.267,0.515
1686,Sober,5NhlpQ6BOIz3S5welptk1W,Childish Gambino,atl hip hop,0.124,0.707,0.562,1.58e-05,0.561,-7.621,0.0305,98.094,0.418
1687,The Diary of Jane - Single Version,0faXHILILebCGnJBPU6KJJ,Breaking Benjamin,alternative metal,7.13e-05,0.392,0.964,0.0387,0.106,-4.441,0.0644,167.024,0.269
1688,She,0SA0mMXWh23raZ6xzOCU2V,"Tyler, The Creator",hip hop,0.256,0.35,0.621,3.44e-05,0.613,-6.495,0.233,83.375,0.459
1689,ARE WE STILL FRIENDS?,5TxRUOsGeWeRl3xOML59Ai,"Tyler, The Creator",hip hop,0.128,0.216,0.497,2.39e-06,0.111,-8.025,0.0371,187.308,0.313
1690,Halley's Comet,5XsAal7ZcWg1I5T4NcRjkv,Billie Eilish,electropop,0.961,0.403,0.159,0.0121,0.34,-16.728,0.104,72.38,0.0381
1691,Break Stuff,5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,alternative metal,0.0127,0.432,0.884,0.000527,0.166,-6.659,0.13,108.948,0.624
1692,Sour Patch Kids,5DJNyvuMmZfsfvdTpMMmUq,Bryce Vine,pop,0.0144,0.523,0.783,1.71e-05,0.219,-5.084,0.0545,76.588,0.581
1693,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,album rock,0.009,0.545,0.67,0.000822,0.0451,-8.81,0.0496,151.553,0.481
1694,Starting Over,3K07bGe8iljQ3mOKArHLDo,Chris Stapleton,contemporary country,0.452,0.638,0.538,0.000415,0.0695,-8.445,0.0315,89.124,0.318
1695,"Dear Maria, Count Me In",0JJP0IS4w0fJx01EcrfkDe,All Time Low,modern rock,0.00725,0.459,0.895,0.0,0.206,-3.126,0.0805,181.04,0.572
1696,South On Ya,0cvmA0xg8FkzKvBnO8987X,Luke Combs,contemporary country,0.017,0.586,0.931,0.0,0.0498,-4.096,0.0453,134.051,0.472
1697,Come and See Me (feat. Drake),1wZqJM5FGDEl3FjHDxDyQd,PARTYNEXTDOOR,pop,0.0511,0.717,0.347,2.43e-06,0.087,-10.265,0.0636,84.987,0.0589
1698,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",5oady7OSE7dH7LHiqmb3Cr,A$AP Ferg,hip hop,0.292,0.737,0.597,0.0,0.13,-7.333,0.119,92.049,0.449
1699,Peligrosa,7GArWETaoqUeZ2G899RuAP,J Balvin,latin,0.0545,0.769,0.759,0.000628,0.1,-4.392,0.051,105.993,0.68
1700,Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,Lil Baby,atl hip hop,0.0286,0.585,0.641,0.0,0.316,-4.269,0.133,88.284,0.266
1701,911 - Remix,27RSJHEA99Y0Vsow7nA37A,Sech,latin,0.165,0.816,0.71,0.0,0.292,-3.728,0.0398,93.02,0.784
1702,Nose on the Grindstone (OurVinyl Sessions),4yokHrXHSukhHh4byNVlWB,Tyler Childers,kentucky indie,0.738,0.441,0.283,0.0,0.156,-11.039,0.0744,76.026,0.389
1703,Side To Side,43bCmCI0nSgcT7QdMXY6LV,Ariana Grande,dance pop,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,159.173,0.613
1704,Love Story,1vrd6UOGamcKNGnSHJQlSt,Taylor Swift,pop,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,0.296
1705,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,funk,0.457,0.527,0.415,1.72e-05,0.117,-11.451,0.122,78.169,0.515
1706,Welcome to the Internet,25AvaE23MXl06YRtQcQoJS,Bo Burnham,comic,0.663,0.665,0.527,0.0,0.306,-8.588,0.429,94.711,0.219
1707,Stayin Alive,5ubvP9oKmxLUVq506fgLhk,Bee Gees,disco,0.0288,0.702,0.773,0.00871,0.147,-9.256,0.0343,103.564,0.953
1708,Same Boat,2VmccNZz4zFmlcXstY8a2D,Zac Brown Band,contemporary country,0.0506,0.509,0.842,0.0,0.0856,-5.394,0.0512,171.901,0.664
1709,Secrets,1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,dance pop,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,148.021,0.376
1710,What’s Your Country Song,4oR2cCQGs0Yt0Mgr2diV6V,Thomas Rhett,contemporary country,0.000602,0.359,0.706,0.0,0.285,-6.151,0.0309,174.079,0.479
1711,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,deep underground hip hop,0.017,0.923,0.604,0.0,0.272,-6.671,0.245,145.062,0.826
1712,Lo Que Siento,3oyf4dalm17kzTE8LJDbgR,Cuco,bedroom pop,0.503,0.326,0.685,0.0,0.427,-5.576,0.179,86.882,0.409
1713,"If Self-Destruction Was an Olympic Event, I’d Be Tonya Harding",5ikjIVLHoBrgaZ0zNrn6Ty,$uicideboy$,dark trap,0.303,0.881,0.884,1.62e-05,0.157,-5.185,0.0932,126.033,0.633
1714,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,Adele,british soul,0.00408,0.603,0.67,1.68e-06,0.112,-3.882,0.0249,107.993,0.446
1715,Ain't Shit,2VT56hhAcF0D3lGx9PUthf,Doja Cat,dance pop,0.506,0.855,0.488,0.0,0.347,-4.601,0.208,124.097,0.619
1716,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,BTS,k-pop,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.798
1717,If It Wasn’t For Trucks,4QhFrBkJ3Rqx66Xs8xwH8o,Riley Green,contemporary country,0.00047,0.435,0.811,0.0,0.163,-5.594,0.0357,152.041,0.174
1718,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,Shoreline Mafia,cali rap,0.371,0.9,0.385,0.0,0.142,-12.189,0.435,99.964,0.488
1719,Homicide (feat. Eminem),7M2tXmeS15NAzEn7ABFeBg,Logic,conscious hip hop,0.137,0.694,0.759,0.0,0.167,-5.667,0.398,140.055,0.77
1720,Clueless (with Pop Smoke & Fivio Foreign),4CPcZHzSvIBM8AKhdHUwnL,Polo G,chicago rap,0.391,0.734,0.712,0.0,0.103,-6.217,0.201,140.369,0.674
1721,Maneater,4wH4dJgrsxONID6KS2tDQM,Nelly Furtado,canadian latin,0.0261,0.796,0.777,0.000358,0.121,-4.81,0.0397,132.722,0.787
1722,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,Tyga,dance pop,0.0236,0.884,0.559,0.0,0.101,-7.442,0.12,97.994,0.342
1723,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,Meghan Trainor,dance pop,0.4,0.63,0.53,0.0,0.177,-7.259,0.0434,108.038,0.417
1724,FML,6lruHh1jF7ezgbLv72xYmf,Arizona Zervas,pop rap,0.113,0.822,0.575,0.0,0.106,-5.95,0.0934,100.087,0.616
1725,My Oh My (feat. DaBaby),3yOlyBJuViE2YSGn3nVE1K,Camila Cabello,dance pop,0.018,0.724,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,0.383
1726,The Weekend - Funk Wav Remix,0P6AWOA4LG1XOctzaVu5tt,SZA,pop,0.495,0.775,0.573,0.0,0.126,-4.933,0.0585,101.925,0.667
1727,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,P!nk,dance pop,0.346,0.778,0.547,0.000302,0.132,-7.273,0.0489,95.002,0.441
1728,Formation,6g0Orsxv6glTJCt4cHsRsQ,Beyoncé,dance pop,0.00532,0.896,0.621,0.0,0.196,-6.857,0.237,121.966,0.818
1729,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,Taylor Swift,pop,0.162,0.66,0.817,0.0,0.0667,-6.269,0.0521,135.942,0.714
1730,Fine Apple,1ts8KebAIm5xCiGInoWiqp,Nic D,,0.178,0.925,0.558,0.0,0.125,-5.362,0.0513,119.992,0.467
1731,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,DaBaby,north carolina hip hop,0.0794,0.816,0.582,5.84e-06,0.0916,-4.141,0.341,160.004,0.542
1732,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,Lil Yachty,atl hip hop,0.317,0.721,0.508,0.0,0.153,-7.496,0.394,159.911,0.457
1733,Latch,1DunhgeZSEgWiIYbHqXl0c,Disclosure,house,0.0178,0.729,0.735,0.000193,0.089,-5.455,0.0919,121.986,0.544
1734,Fire for You,4o0LyB69tylqDG6eTGhmig,Cannons,vapor soul,0.114,0.737,0.678,0.157,0.123,-7.011,0.0962,102.051,0.698
1735,That Funny Feeling,7uCq4vBPffjaTMlE8EQzJD,Bo Burnham,comic,0.764,0.545,0.277,0.0,0.372,-11.7,0.0392,75.763,0.389
1736,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,Gwen Stefani,dance pop,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,0.73
1737,RUNITUP (feat. Teezo Touchdown),13HsOwrwTA5HgLuoaDHncP,"Tyler, The Creator",hip hop,0.565,0.665,0.469,0.000317,0.219,-7.778,0.13,115.852,0.142
1738,Trust,0oufSLnKQDoBFX5mgkDCgR,Brent Faiyaz,dmv rap,0.224,0.764,0.394,8.71e-05,0.119,-8.559,0.154,92.011,0.471
1739,You Got It,4lsHZ92XCFOQfzJFBTluk8,Vedo,pop r&b,0.143,0.762,0.433,0.0,0.118,-8.937,0.187,122.074,0.394
1740,Fishin' in the Dark,7lJbTVbDEMa3w7NFamrwdq,Nitty Gritty Dirt Band,country,0.198,0.771,0.283,0.0,0.0888,-16.326,0.0444,77.756,0.906
1741,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,Young Thug,atl hip hop,0.00252,0.842,0.597,0.0,0.124,-6.336,0.0627,145.992,0.298
1742,Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,Don Omar,latin,0.0846,0.4,0.915,0.0,0.0503,-4.89,0.28,88.917,0.878
1743,Stan,3UmaczJpikHgJFyBTAJVoz,Eminem,detroit hip hop,0.0371,0.78,0.768,2.34e-06,0.518,-4.325,0.238,80.063,0.507
1744,Even Flow,6QewNVIDKdSl8Y3ycuHIei,Pearl Jam,alternative rock,0.00178,0.394,0.944,4.54e-06,0.298,-6.506,0.0761,105.338,0.265
1745,For the Last Time,240audWazVjwvwh7XwfSZE,$uicideboy$,dark trap,0.0735,0.844,0.533,3.46e-06,0.0953,-9.612,0.552,140.078,0.23
1746,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,KYLE,pop rap,0.378,0.746,0.653,0.0,0.229,-6.745,0.289,75.016,0.672
1747,fast,1FOINGDWa0dPgCpMabLT4Y,Sueco,cali rap,0.182,0.861,0.599,0.00855,0.102,-7.814,0.217,100.026,0.527
1748,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,Roddy Ricch,melodic rap,0.268,0.867,0.744,0.0,0.0713,-5.171,0.227,84.005,0.645
1749,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,Calvin Harris,dance pop,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,104.066,0.511
1750,Company (feat. Future),3JVTsvTldB6arHVlmxmTnM,24kGoldn,cali rap,0.447,0.831,0.727,0.0,0.111,-3.657,0.169,125.068,0.703
1751,Way Out (feat. Big Sean),6rLi6PyWXu1rPlShuIZpj6,Jack Harlow,deep underground hip hop,0.114,0.945,0.582,0.0,0.103,-8.357,0.0719,108.025,0.907
1752,Fancy,3oiMJQAWVaxSubJ7b2VUtX,Iggy Azalea,australian hip hop,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,0.377
1753,Slow Dance In A Parking Lot,6MBUUSIWCzaXW4q58Ktrv9,Jordan Davis,contemporary country,0.301,0.523,0.837,0.0,0.172,-4.494,0.0335,82.006,0.523
1754,Settling Down,53bZYxVbCYm6w1Gx8U64bz,Miranda Lambert,contemporary country,0.0215,0.643,0.756,0.000268,0.101,-5.8,0.0305,90.001,0.934
1755,Still Trappin',1lw4FrPr3Y8R7Q1Mro2TMe,Lil Durk,chicago drill,0.0458,0.877,0.679,0.0,0.0987,-4.969,0.355,144.93,0.624
1756,Se Amerita,3pQYf90V5idOGrXzosm9rt,Junior H,corrido,0.264,0.752,0.719,7.96e-05,0.126,-4.399,0.0285,107.582,0.544
1757,Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,Queen,classic rock,0.19,0.497,0.693,0.0,0.215,-7.024,0.0565,111.539,0.358
1758,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,Outkast,atl hip hop,0.143,0.843,0.806,0.0,0.0771,-5.946,0.269,94.948,0.613
1759,Life Is but a Stream~,5wRSnumY0x8O47QuxgqwhR,$uicideboy$,dark trap,0.217,0.755,0.669,1.66e-06,0.102,-3.172,0.0387,124.977,0.227
1760,Sail,7ueP5u2qkdZbIPN2YA6LR0,AWOLNATION,la indie,0.441,0.826,0.436,0.615,0.0964,-9.583,0.0558,119.051,0.272
1761,"All I Want - From ""High School Musical: The Musical: The Series""",4Yxc55NX3tAXC2mHRAhtcW,Olivia Rodrigo,pop,0.0902,0.376,0.43,0.0,0.0912,-6.585,0.0328,77.599,0.129
1762,The Search,2OKo7g3KfmCt3kyLvUAL0g,NF,hip hop,0.596,0.789,0.786,0.0,0.0997,-4.788,0.297,119.957,0.39
1763,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2N3U8uTYhjX2KwGT0pf5x0,A$AP Rocky,east coast hip hop,0.00996,0.394,0.661,0.0,0.343,-8.684,0.192,149.818,0.335
1764,Always Forever,2enPRFda84VE2wtI8c86Uf,Cults,experimental pop,0.00181,0.174,0.742,0.281,0.198,-5.93,0.0485,163.378,0.36
1765,Swang,6mapJIPnQ23RTAevUoE0DL,Rae Sremmurd,hip hop,0.2,0.681,0.314,9.82e-06,0.1,-9.319,0.0581,139.992,0.166
1766,Super Rich Kids,0725YWm6Z0TpZ6wrNk64Eb,Frank Ocean,alternative r&b,0.219,0.739,0.419,0.0,0.196,-8.241,0.0854,60.493,0.58
1767,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,Rihanna,barbadian pop,0.875,0.582,0.272,0.0,0.13,-5.662,0.0501,205.846,0.354
1768,Heartless,4EWCNWgDS8707fNSZ1oaA5,Kanye West,chicago rap,0.0515,0.79,0.647,0.0,0.248,-5.983,0.136,87.999,0.654
1769,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,Drake,canadian hip hop,0.321,0.834,0.454,6.15e-06,0.114,-9.75,0.201,81.618,0.837
1770,Say It,2Gyc6e2cLxA5hoX1NOvYnU,Tory Lanez,canadian hip hop,0.0862,0.546,0.529,6.5e-06,0.124,-10.511,0.0583,107.331,0.247
1771,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,Megan Thee Stallion,houston rap,0.0218,0.921,0.635,0.0,0.0946,-4.904,0.416,130.028,0.549
1772,Shotgun,4ofwffwvvnbSkrMSCKQDaC,George Ezra,folk-pop,0.286,0.673,0.735,0.0,0.242,-4.733,0.0457,115.744,0.754
1773,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,Dustin Lynch,contemporary country,0.0251,0.554,0.743,0.0,0.359,-6.016,0.0287,72.997,0.673
1774,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,Ariana Grande,dance pop,0.119,0.4,0.795,0.0,0.159,-3.731,0.461,190.097,0.702
1775,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,Migos,atl hip hop,0.00263,0.817,0.816,0.0,0.159,-5.402,0.269,181.982,0.508
1776,Secrets from a Girl (Who's Seen it All),7xgTVcQqY25wPns8HYxPXc,Lorde,art pop,0.6,0.652,0.517,1.12e-05,0.119,-9.893,0.0422,87.963,0.602
1777,Sensitive,0oHEteATZnAZuA9dl1dXF3,Serena Isioma,alternative r&b,0.166,0.601,0.649,3.35e-05,0.165,-6.979,0.133,89.73,0.351
1778,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,australian pop,0.162,0.578,0.537,0.0,0.076,-8.676,0.0832,83.909,0.25
